name,mae_y1,mae_y2,rmse_y1,rmse_y2,prediction_rmse,reconstruction_residual,tracked_projection_error,dual_error,avg_cost,qp_success,fallbacks,upper_viol_y1,upper_viol_y2,u_rms_1,u_rms_2,u_rms_3
copyP_svd_ols,0.0769784771591,0.0787734262934,0.108224227728,0.108619801048,0.0947711652345,0.0610413066062,1.29949571594,2.61684703395e-15,74.7492115143,1,0,0,0,0.245352879892,0.512551580798,0.322872524318
main_qr_ivr,0.0770225969047,0.0842991051264,0.108224750774,0.116273585456,0.0962967950609,0.082190429384,1.29892398184,8.19994973474e-16,78.3096082775,1,0,0,0,0.245659242286,0.49683078353,0.325158423052
copyO_oblique_ivr,0.968479100397,1.12314484377,1.15048982341,1.21109696533,0.284180780226,0.352396691117,1.90377187602,9.88946895317e-16,2103.06781585,0.13,1044,0,0,0.294931053106,0.423692394377,0.660638126664
copyV_control_aware_ivr,0.0916757257442,0.0947029275567,0.133529048876,0.134705845315,0.0994652631086,0.118976544904,0,1.34418032686e-15,101.55108429,1,0,0,0,0.245504719261,0.513869887459,0.30796676648
